Ajout au fichier de Livre (/1);Ajout unique dans NouveauLivre (/1);Ajout au fichier de Client (/1);Ajout unique dans NouveauClient (/1);Recherche de livre (/4);Recherche de client (/4);Mise à jour d'un livre (/1);Mise à jour d'un client (/1);Location d'un livre (/5);Retour d'un livre (/11);Affichage d'un livre (/5);Affichage d'un client (/10);Affichage de la liste des livres prêté (/2);Affichage de la liste des clients en retard (/3);Total (/50)
1;1;1;1;4;4;1;1;5;11;5;10;2;3;50
